1262,404171057
1264,405740817
1267,408102960
1275,414446016
1281,419245314
1307,440458298
1318,449636533
1322,453004077
1323,453848464
1331,460639568
1334,463202735
1335,464059125
1336,464916516
1337,465774909
1345,472678061
1351,477897431
1352,478770827
1354,480520621
1358,484032213
1366,491103405
1369,493771605
1379,502730615
1385,508154027
1389,511789639
1390,512701044
1402,523715916
1403,524640323
1404,525565731
1409,530207776
1424,544283926
1428,548075570
1451,570188046
1452,571161459
1463,581935013
1471,589846333
1481,599825493
1483,601833327
1484,602838745
1488,606870421
1495,613964361
1497,616000203
1499,618040047
1506,625211008
1510,629330704
1517,636578686
1529,649117810
1549,670336370
1550,671407799
1552,673553659
1567,689775124
1597,722893084
1599,725132950
1600,726254384
1602,728500254
1607,734132439
1611,738656191
1628,758060654
1631,761514974
1633,763822858
1648,781259503
1668,804858383
1671,808432718
1693,834919530
1694,836134977
1705,849570905
1709,854486701
1721,869330101
1753,909616565
1759,917284283
1823,1001313339
1842,1027047984
1937,1161136304
